95                  ! number of rainfall data
!
DATE Time             Precipitation(mm)
2015-12-06T00:53:00	0.254
2015-12-06T01:53:00	1.016
2015-12-06T02:53:00	0.508
2015-12-06T03:53:00	0
2015-12-06T04:53:00	0
2015-12-06T05:53:00	0.762
2015-12-06T06:53:00	0.508
2015-12-06T07:53:00	1.778
2015-12-06T08:53:00	0.254
2015-12-06T09:53:00	0
2015-12-06T10:53:00	0
2015-12-06T11:53:00	0
2015-12-06T12:53:00	0
2015-12-06T13:53:00	0
2015-12-06T14:53:00	0
2015-12-06T15:53:00	0
2015-12-06T16:53:00	0.254
2015-12-06T17:53:00	0.254
2015-12-06T18:53:00	1.016
2015-12-06T19:53:00	1.778
2015-12-06T20:53:00	1.016
2015-12-06T21:53:00	2.032
2015-12-06T22:53:00	3.556
2015-12-06T23:53:00	4.064
2015-12-07T00:53:00	3.048
2015-12-07T01:53:00	3.302
2015-12-07T02:53:00	2.54
2015-12-07T03:53:00	1.524
2015-12-07T04:53:00	3.048
2015-12-07T05:53:00	5.08
2015-12-07T06:53:00	5.334
2015-12-07T07:53:00	6.858
2015-12-07T08:53:00	9.906
2015-12-07T09:53:00	12.192
2015-12-07T10:53:00	7.112
2015-12-07T11:53:00	6.096
2015-12-07T12:53:00	1.016
2015-12-07T13:53:00	0.762
2015-12-07T14:53:00	0
2015-12-07T15:53:00	0
2015-12-07T16:53:00	0
2015-12-07T17:53:00	0
2015-12-07T18:53:00	0
2015-12-07T19:53:00	0
2015-12-07T20:53:00	0
2015-12-07T21:53:00	0
2015-12-07T22:53:00	0
2015-12-07T23:53:00	0
2015-12-08T00:53:00	0.254
2015-12-08T01:53:00	0
2015-12-08T02:53:00	0
2015-12-08T03:53:00	0
2015-12-08T04:53:00	0
2015-12-08T05:53:00	0
2015-12-08T06:53:00	0.508
2015-12-08T07:53:00	1.016
2015-12-08T08:53:00	0.762
2015-12-08T09:53:00	0.762
2015-12-08T10:53:00	1.778
2015-12-08T11:53:00	0.762
2015-12-08T12:53:00	3.302
2015-12-08T13:53:00	12.446
2015-12-08T14:53:00	3.302
2015-12-08T15:53:00	2.286
2015-12-08T16:53:00	2.032
2015-12-08T17:53:00	0.762
2015-12-08T18:53:00	0
2015-12-08T19:53:00	0.254
2015-12-08T20:53:00	1.778
2015-12-08T21:53:00	1.524
2015-12-08T22:53:00	3.81
2015-12-08T23:53:00	4.826
2015-12-09T00:53:00	1.524
2015-12-09T01:53:00	1.27
2015-12-09T02:53:00	1.778
2015-12-09T03:53:00	5.588
2015-12-09T04:53:00	0
2015-12-09T05:53:00	0
2015-12-09T06:53:00	0
2015-12-09T07:53:00	0
2015-12-09T08:53:00	0
2015-12-09T09:53:00	0
2015-12-09T10:53:00	0
2015-12-09T11:53:00	0
2015-12-09T12:53:00	0
2015-12-09T13:53:00	0
2015-12-09T14:53:00	0
2015-12-09T16:53:00	0
2015-12-09T17:53:00	0
2015-12-09T18:53:00	0
2015-12-09T19:53:00	0
2015-12-09T20:53:00	0
2015-12-09T21:53:00	0
2015-12-09T22:53:00	0
2015-12-09T23:53:00	0
